"Activity_Id","fk_User_id","fk_Pet_id","VR_loading_time","duration_activity","log_id_act",
"2727","281","186","81.8","9.9","2674",
"2728","164","92","78","2.9","30",
"2729","130","94","18.3","4.3","2891",
"2730","279","318","94.3","9.4","1763",
"2731","219","107","56.6","3.1","1299",
"2733","231","108","113.7","1.9","2360",
"2734","210","269","50.4","6.9","2678",
"2736","50","265","108.2","2.7","325",
"2737","191","141","44.2","4.2","1811",
"2739","145","102","105.1","5.5","167",
"2740","79","296","163.8","1.3","497",
"2741","234","261","116.1","8.5","671",
"2742","97","313","151.7","4","2439",
"2743","212","136","117.2","3.9","692",
"2744","135","136","110.5","0.3","1122",
"2745","101","110","174.6","6.6","352",
"2746","264","343","54.2","6.1","1995",
"2747","159","21","73.8","6","2581",
"2748","225","21","139.1","3.1","2249",
"2749","27","324","155","2.2","2364",
"2750","255","223","165.9","0.1","1618",
"2751","139","332","50.3","8","2140",
"2752","137","298","111.9","2","1746",
"2754","83","182","63.4","5.9","2800",
"2755","3","298","112.7","9.8","2284",
"2756","208","290","152.2","7","1637",
"2757","295","306","160.3","1.7","1781",
"2759","209","209","145","2.1","171",
"2760","221","92","81.7","8.3","1334",
"2761","128","339","16.9","5.6","1057",
"2762","234","82","72.3","8.5","502",
"2765","197","97","34.2","3.2","1266",
"2766","94","162","39.4","8.4","1716",
"2767","254","67","54.8","5.1","2381",
"2769","36","345","85.6","3.1","458",
"2770","60","44","157.1","5.5","1509",
"2772","119","228","6.3","8.2","191",
"2773","134","276","99.3","4.3","1800",
"2774","20","37","116.7","1.3","1954",
"2775","119","89","127.5","5.7","1320",
"2776","82","94","145.1","2","1833",
"2777","32","336","143.3","5","1267",
"2779","122","10","127.2","1.7","2097",
"2780","135","92","144.7","9.6","694",
"2782","206","7","64.3","0.6","2478",
"2783","85","107","179.6","8.9","2825",
"2784","196","113","32.9","9.1","200",
"2785","177","336","79.3","2.8","1588",
"2786","264","150","0.5","4","1654",
"2787","297","338","19.4","6.4","375",
"2788","165","238","22.6","9.5","1504",
"2790","287","86","89.3","3.9","1676",
"2791","282","254","23.3","1.3","515",
"2792","64","263","130.7","8.5","2898",
"2793","9","181","109.4","1.3","35",
"2794","139","220","69.6","6.9","2455",
"2796","10","192","108.5","0.4","1926",
"2798","83","10","98.2","9","1548",
"2799","250","84","27.4","1.7","1337",
"2801","51","29","74.7","2.9","562",
"2802","173","179","139.3","6.8","144",
"2804","84","116","167.6","8.7","649",
"2806","65","105","46.9","1.4","568",
"2807","3","34","46.4","9.2","1862",
"2808","19","249","93.5","4.3","1725",
"2809","112","72","125.6","9","2533",
"2810","37","85","166.4","8.6","1931",
"2811","196","68","32.9","4.9","1828",
"2813","17","288","35.8","0","2340",
"2814","107","139","99.8","1.8","468",
"2815","256","157","29.7","5.5","1110",
"2816","4","211","53.5","7.2","271",
"2817","131","321","51.3","7.3","647",
"2819","271","236","13.9","6.7","216",
"2821","148","78","79.4","9","192",
"2826","37","246","24.6","8.2","2807",
"2828","17","184","15.9","6.5","1095",
"2829","55","211","13","5.8","1557",
"2831","106","8","4.7","4","1495",
"2832","283","262","95.8","0.3","971",
"2833","177","327","154.6","2.2","226",
"2834","205","25","63.7","3.2","1189",
"2835","184","33","123","1.6","923",
"2836","238","338","88","1","1032",
"2837","229","70","144.1","7.6","498",
"2838","125","120","38.7","5.7","516",
"2839","233","174","162.7","7.4","2662",
"2840","113","46","145.4","6.1","442",
"2842","55","84","161.3","4.4","154",
"2845","135","222","129.6","3.4","2876",
"2847","159","85","176.4","8.4","280",
"2848","14","187","178.8","5.5","1345",
"2850","199","300","131.7","3.2","160",
"2851","186","179","60.1","2.7","2818",
"2852","96","307","8.6","2.5","2794",
"2853","219","342","35.8","7.5","1971",
"2855","279","193","79.1","2","979",
"2856","221","83","130.1","1.4","796",
"2858","72","279","137.2","4.4","1754",
"2860","23","45","112","3.4","913",
"2861","300","333","141.6","6.3","2068",
"2862","2","44","165.8","5.3","1788",
"2863","191","292","7","5.3","1394",
"2864","192","18","8.4","3.7","530",
"2865","47","58","147.8","4.9","698",
"2866","114","78","154.3","1.1","1536",
"2867","87","39","151.9","5","201",
"2870","94","290","110.8","6.7","2617",
"2871","256","140","105.7","1.1","1125",
"2872","91","153","174.9","9.8","2038",
"2873","108","131","7.4","5","356",
"2874","137","300","166.5","0.4","1626",
"2875","298","346","1.9","5.5","2456",
"2877","139","128","49.4","7.7","51",
"2878","98","110","2.7","3.3","1595",
"2879","223","150","128.8","6","189",
"2882","115","253","90.4","8.4","2430",
"2883","43","120","67.6","4.8","2758",
"2884","49","138","9.1","8.2","1214",
"2885","53","66","11.3","2.7","2232",
"2886","190","226","47","8.8","494",
"2889","1","77","41","4.5","821",
"2890","240","191","98","6.5","1499",
"2891","112","165","157.5","4.7","839",
"2892","173","194","1.8","1.1","907",
"2893","279","311","141.6","6.1","811",
"2895","67","305","85.9","1.5","2873",
"2897","186","215","48.2","8.2","2647",
"2898","223","177","162.5","9.9","2476",
"2899","96","204","168.1","1","355",
"2900","72","131","132.1","7.5","230",
"2901","58","84","122.1","9.3","2797",
"2902","258","43","66.7","4.8","718",
"2903","52","329","39.3","5.9","2464",
"2906","119","314","101.6","3.7","2717",
"2907","87","68","174.7","0.3","1730",
"2908","222","91","114.5","1.4","2738",
"2909","19","337","174.7","6.1","1466",
"2912","178","178","175.8","6.6","1036",
"2913","14","160","75.6","9.6","2362",
"2914","190","258","145.4","8","2677",
"2915","82","314","22.2","5.9","221",
"2917","53","318","63.5","5.7","2331",
"2918","129","326","135.3","5","2151",
"2919","75","249","145.9","9.1","1287",
"2921","179","30","94.2","9.6","377",
"2923","121","22","130.4","8.7","983",
"2924","75","165","144.2","6.9","1573",
"2925","18","285","19.2","5.7","42",
"2926","180","168","97","3.9","1051",
"2927","131","143","175.7","7.9","2914",
"2929","104","66","115.8","2","2411",
"2931","72","257","72.7","3.1","2682",
"2932","137","307","125.9","5.5","1876",
"2933","51","275","109.6","5.2","612",
"2935","87","141","71.3","7.5","1985",
"2936","168","211","169.3","2.8","664",
"2937","55","231","26.8","3.9","884",
"2939","34","67","129.6","6.6","1461",
"2940","169","308","127.2","0","489",
"2941","289","23","167.3","0.8","2929",
"2943","45","83","116","6.2","2780",
"2944","116","53","35","7.9","187",
"2945","248","239","54.3","7.2","2219",
"2947","190","231","109","3.7","2400",
"2949","12","109","60.2","1.2","1766",
"2950","225","182","18.4","6.7","1437",
"2951","62","93","109.2","5.2","2648",
"2952","11","18","145.7","8.5","2867",
"2954","295","40","62.1","1.4","1544",
"2955","161","77","117.7","5.5","2878",
"2956","177","288","91.1","2.7","1930",
"2957","181","12","110.7","1.4","1515",
"2958","127","282","53.9","7.3","1615",
"2961","165","12","100.6","1.9","2056",
"2964","240","115","109.7","7.1","2768",
"2965","208","90","143.1","8","2312",
"2967","185","309","138.6","1","2924",
"2969","108","133","136.3","4.8","867",
"2970","49","27","90","8.9","2583",
"2971","132","267","0.7","7.8","951",
"2973","144","124","144.9","8.1","2927",
"2976","277","347","164.3","4.3","1611",
"2977","111","67","110.9","10","1236",
"2978","260","83","114.1","5.8","2067",
"2979","245","101","107.4","2.4","129",
"2983","195","171","90.9","4.7","1966",
"2985","246","282","112.3","2.4","1672",
"2987","231","72","27.1","9.8","1164",
"2988","92","205","156.1","7.1","831",
"2991","200","194","150.7","9.3","2007",
"2994","100","174","169.4","2","1940",
"2995","142","120","92.2","7.5","794",
"2996","159","269","84.6","1.2","2708",
"2997","3","188","47.3","5.5","2595",
"2998","4","80","168.1","3.8","59",
"2999","94","100","150.4","5.3","2869",
"3000","273","205","50.8","9","1033",
"4002","43","322","139.4","7","1526",
"4003","269","222","140.7","3.6","408",
"4004","252","153","101.8","0.9","778",
"4006","5","329","57.2","5.4","83",
"4008","146","308","161.8","9.1","576",
"4009","202","93","72.3","3.5","2130",
"4011","41","215","93.7","9.9","1695",
"4012","2","200","121.3","1.8","1861",
"4015","212","283","25.2","1.9","393",
"4016","70","340","163.9","0.8","168",
"4018","47","91","171.7","7.7","1078",
"4019","45","120","12.7","8.6","265",
"4020","142","319","28.6","8.1","504",
"4021","97","226","179","9.7","1649",
"4022","208","110","91.2","0.2","380",
"4023","143","212","40.1","7","1921",
"4024","280","237","161","7.8","397",
"4025","67","198","65.6","1.1","883",
"4027","53","127","1.2","2.8","695",
"4028","147","38","116","3.8","978",
"4029","30","159","37.6","3.2","2737",
"4030","29","29","70.4","7","1505",
"4032","269","206","92.4","6.3","1136",
"4033","294","12","132.2","5.3","592",
"4035","120","18","16.7","4.3","1582",
"4037","213","312","94","3.6","1727",
"4038","261","244","108.8","0.4","1333",
"4039","137","328","34.2","9.6","1485",
"4040","296","184","103.3","3.1","2904",
"4041","222","284","84.7","8.2","790",
"4043","138","215","86.2","1.6","1540",
"4044","57","160","21.1","5","2470",
"4046","233","233","12.7","6.5","2008",
"4047","279","155","165.5","4.8","161",
"4048","222","184","169.8","1.3","2333",
"4049","177","269","122.3","9.8","1219",
"4052","8","96","64.9","4.4","2879",
"4054","102","146","106.4","9.9","1753",
"4056","277","33","54.2","2.7","120",
"4057","268","102","90.2","8","905",
"4058","298","160","143.1","6.8","2000",
"4060","36","90","115.9","2.9","2330",
"4061","265","143","165.2","7.6","2386",
"4062","290","126","136.8","1.6","1115",
"4063","76","268","159.3","3.4","2198",
"4064","53","196","102.2","0.9","2436",
"4065","74","323","129.5","6.1","1224",
"4066","163","129","129.7","0.1","1591",
"4069","286","270","46.8","9.3","1905",
"4070","96","65","5.5","0.9","2113",
"4071","104","72","170.1","4.8","1767",
"4072","86","322","39.2","7.4","1220",
"4074","269","98","13.7","3","1561",
"4075","195","343","104.2","1.5","1321",
"4077","71","93","74.6","7.4","757",
"4079","130","84","171.6","8.1","1138",
"4080","234","115","113","8","648",
"4082","213","316","169.7","4.8","1665",
"4084","157","59","50.5","2","2568",
"4085","37","19","24.8","9.7","1834",
"4087","252","117","79.2","3.3","337",
"4088","24","152","115","4.3","1696",
"4090","292","305","10.6","6.2","1356",
"4091","195","250","104.7","8.3","125",
"4092","73","164","84","0.7","2615",
"4093","221","190","139","4","88",
"4094","144","218","54.2","4.5","1934",
"4095","205","318","89.8","9.9","183",
"4098","143","76","15.7","6.6","2078",
"4100","256","81","21.3","5.2","382",
"4101","144","13","150","8.2","2267",
"4102","122","184","121.5","5.2","149",
"4103","80","214","39.7","7.7","898",
"4104","77","304","122.7","1.1","966",
"4105","192","296","139.8","0.2","312",
"4108","60","278","80.6","9.2","2638",
"4109","59","39","10.4","3.5","430",
"4110","227","300","87.2","8.8","1563",
"4112","4","343","173.4","7.9","2912",
"4114","95","119","103.7","7.8","2696",
"4115","272","117","56.2","6","1371",
"4116","259","132","100.3","8","259",
"4117","300","184","54.6","1.9","2379",
"4118","282","287","109.7","6.8","746",
"4119","287","146","119.2","7.6","10",
"4120","194","45","127.2","8.6","1772",
"4122","235","184","35.4","9.1","1786",
"4124","217","209","137.4","7.8","1316",
"4125","61","12","126.1","2","2830",
"4127","76","242","16.3","6.4","613",
"4128","214","173","86.1","6.8","2343",
"4129","169","128","95.2","6.7","1964",
"4130","16","162","125.9","5.7","1922",
"4131","48","11","133.8","4.8","2197",
"4132","128","146","31.1","6.4","808",
"4133","152","205","48.6","7.8","1378",
"4136","89","147","136","1.2","1207",
"4137","180","296","135.6","9.1","472",
"4138","58","250","165.9","6","1093",
"4139","197","1","1.4","8.6","2669",
"4140","172","348","76.6","1.1","2012",
"4141","72","334","46.4","1.4","1624",
"4142","189","57","144","1.8","703",
"4146","47","81","116.4","5.8","100",
"4148","130","336","26.6","4.1","706",
"4149","180","181","167.8","4.8","928",
"4150","61","272","120.6","8.1","2321",
"4151","231","176","25.3","7.3","2733",
"4153","293","170","9.7","5.8","1519",
"4154","55","124","94.2","10","1737",
"4157","107","56","96","3.4","1692",
"4158","266","63","140.2","5","1244",
"4159","41","255","43.3","0.6","896",
"4160","208","183","39","1.5","2704",
"4162","140","220","137.4","6.3","2084",
"4163","237","269","40.7","5.7","2236",
"4168","183","205","63.1","3.8","870",
"4169","215","143","63.9","3.5","1893",
"4171","71","166","154.7","1.5","1423",
"4172","128","304","64.3","0.3","2077",
"4173","174","62","87.5","0.6","376",
"4176","85","183","78.7","1","650",
"4177","123","22","15.6","4.6","2182",
"4178","38","140","165.9","5","2374",
"4179","89","202","3.7","5.5","2415",
"4181","181","314","150.6","8.5","1137",
"4183","256","138","25.6","8.8","633",
"4184","64","52","109.2","7.6","2463",
"4185","207","345","78","9.4","837",
"4193","286","215","69","3.1","1687",
"4194","285","7","164.6","2.7","2189",
"4195","281","151","49.8","0.7","2683",
"4198","69","331","48.1","5.1","310",
"4201","259","225","61.6","2.1","2190",
"4202","243","261","98.5","0.7","282",
"4206","31","318","50.4","8.4","1341",
"4208","45","214","61.5","5.7","1500",
"4209","293","302","177.1","2.5","1756",
"4210","32","8","111.3","8.1","2231",
"4211","9","80","171.8","5.2","2880",
"4212","90","288","173.3","2.7","1550",
"4213","161","140","61.7","2.8","1398",
"4214","292","42","34.6","3.5","934",
"4215","25","61","123.6","9.1","107",
"4216","169","306","29.2","9.8","2736",
"4217","73","281","153.1","7.8","820",
"4218","194","229","141.6","7.3","2417",
"4219","31","193","123","4.4","2492",
"4222","258","39","144.2","9.8","1323",
"4223","4","66","135.7","4","2902",
"4224","72","159","156","6.8","1629",
"4225","231","116","77.5","9.3","1074",
"4227","203","299","50.1","7.1","1888",
"4228","295","164","19.2","8.5","1651",
"4229","150","254","168.2","7.7","2412",
"4230","236","295","65.2","5.8","1642",
"4232","4","277","128.4","7.6","2600",
"4233","222","20","111.9","2.4","1915",
"4234","214","221","24.5","8","1329",
"4235","215","46","13.7","6.4","549",
"4236","182","185","3.3","9.9","2707",
"4237","221","149","175.3","4.5","500",
"4238","2","50","113.4","8.1","2844",
"4239","255","181","166.2","1.5","1196",
"4240","230","253","63.8","5.7","2577",
"4241","128","33","62.8","5.8","719",
"4242","15","49","79.9","6.2","2350",
"4244","239","328","62","8.4","240",
"4247","282","105","28.1","0.2","1399",
"4248","277","26","125.5","5.3","863",
"4250","32","45","35.8","4.3","2542",
"4251","67","97","147.9","3.7","1388",
"4254","132","290","70.4","4.7","2712",
"4255","243","38","43.6","7.9","2351",
"4256","34","91","79.1","2","1890",
"4257","263","295","22.8","3.4","159",
"4258","39","170","155.4","7.2","2092",
"4260","225","76","83.5","6.7","1583",
"4261","160","255","31.5","7.1","1506",
"4264","26","347","88.9","6","854",
"4265","228","153","2.9","1.8","2285",
"4266","112","262","101.4","8.9","1974",
"4267","86","85","73","8.6","2743",
"4268","29","5","120.6","5.4","1512",
"4269","153","106","40.8","0.7","1106",
"4272","263","270","159.9","3.3","1009",
"4273","41","70","30.2","9.6","1855",
"4274","21","118","150.3","4.8","1457",
"4278","159","117","139.3","7.6","2062",
"4280","153","341","121.9","9.3","1162",
"4281","105","13","173.4","6.3","1472",
"4283","145","61","62.6","1.8","2438",
"4284","144","107","171.7","9.5","2775",
"4286","37","83","78.7","3.3","52",
"4287","84","192","87.4","6.9","1186",
"4288","50","326","129.2","1.5","1180",
"4289","211","321","166","6.5","2967",
"4290","92","286","168.5","1","1917",
"4291","202","3","71.1","8.2","2123",
"4292","105","311","154.9","9.6","1773",
"4293","133","308","34.7","9.3","2590",
"4294","147","271","68.6","4","2646",
"4295","15","32","8.7","5.2","733",
"4296","115","72","159.1","2.2","1840",
"4298","163","324","105.4","2.7","2019",
"4300","202","317","7.3","4.2","184",
"4301","1","161","133.8","3.6","340",
"4302","145","237","8.1","5.5","1409",
"4308","159","227","7.4","9.8","2801",
"4313","104","272","46.9","6.6","1778",
"4317","294","287","149.1","2","1230",
"4318","34","320","103.4","1.6","2210",
"4321","140","135","133.5","5.6","2991",
"4322","147","310","21.9","0.4","2798",
"4324","82","66","9.2","0.5","2218",
"4328","168","80","38.2","4.6","1265",
"4331","203","52","143.6","7.9","1071",
"4332","243","172","27.7","9.9","1017",
"4333","94","154","82.8","0","222",
"4334","119","292","29.7","8.9","1924",
"4336","111","56","91.6","8.7","256",
"4337","240","87","118.7","4.8","2920",
"4338","73","77","14.9","8.9","2195",
"4339","139","48","8.9","6.9","140",
"4341","140","3","4.4","9.8","1204",
"4342","251","93","62.9","6.4","805",
"4343","181","105","139","3.8","481",
"4345","140","274","102.5","1.2","2087",
"4347","239","216","135.9","4.8","969",
"4348","141","54","109.7","7.5","556",
"4349","214","54","119.6","8.8","1638",
"4350","199","253","60","0.9","1403",
"4351","18","254","74.2","8.4","229",
"4352","147","72","14.4","3.8","1311",
"4354","228","54","148.1","1.4","1387",
"4356","209","307","149.8","2.8","2355",
"4357","90","333","77.5","4.4","2368",
"4358","175","1","74.8","9.4","1587",
"4359","63","52","143","9.1","521",
"4362","141","7","58.9","2.7","699",
"4363","12","187","173.6","8.7","1090",
"4366","193","57","19.7","9.5","276",
"4367","133","295","27.2","7","874",
"4368","23","41","119.1","4.4","1534",
"4369","125","159","57.7","3.2","20",
"4370","292","239","88.3","6.3","868",
"4374","227","37","117.4","7.7","1994",
"4375","234","77","157.9","3.9","1218",
"4376","197","67","98.1","5.1","1646",
"4378","175","251","113.1","0.7","1986",
"4379","144","22","144.3","2.3","1657",
"4380","118","154","13.3","8.4","1011",
"4381","267","63","173.8","2.4","2623",
"4382","278","17","120.6","0.2","1807",
"4383","64","32","52.8","0.1","1306",
"4385","273","347","104.7","2.8","843",
"4389","74","250","142.6","7.4","2596",
"4390","26","140","97.6","6.3","2676",
"4391","161","149","64.3","3.8","878",
"4392","98","10","74.1","7","810",
"4396","111","30","166.4","8.6","1558",
"4400","171","255","119","5.3","1202",
"4402","167","107","56.7","2.2","360",
"4407","97","221","88","4.6","1636",
"4408","24","277","124","9.7","1353",
"4409","227","290","59.9","7.5","141",
"4410","14","17","176.8","4.9","1812",
"4411","150","282","94.8","6.6","507",
"4412","15","310","135.5","5","2745",
"4413","103","346","47.6","0","471",
"4414","259","79","80.4","3.7","246",
"4415","300","59","26.7","2","2419",
"4418","94","84","7.5","3.5","2353",
"4420","99","1","174.3","5.3","1418",
"4422","246","247","25.1","1.4","1965",
"4425","27","347","170.5","1.6","2204",
"4426","223","21","166.7","3.1","381",
"4428","78","231","101.4","0.6","607",
"4429","149","185","64.5","4.9","590",
"4432","218","320","95.2","8.1","1355",
"4436","115","217","96.1","4","1084",
"4437","207","151","174.3","9.2","932",
"4438","251","26","24.4","3.6","638",
"4439","61","56","2.9","0.1","1172",
"4440","243","131","27.2","7.3","2469",
"4442","103","318","160.2","8.6","2462",
"4443","283","146","21.7","9.3","1118",
"4444","244","299","108.8","8.7","858",
"4445","289","96","3.8","6.3","1670",
"4449","255","199","167.8","5","2907",
"4450","43","198","115.5","4.2","2843",
"4452","152","343","129.7","4.6","390",
"4453","219","58","58.4","5.7","2251",
"4454","202","207","126.4","9.2","2934",
"4455","98","197","85","0.2","1749",
"4456","40","65","70.3","7.7","1799",
"4457","287","30","55.3","3.5","1678",
"4458","212","288","127.4","7.2","1221",
"4459","87","241","81.6","8.4","608",
"4460","72","226","94","2.3","349",
"4462","73","341","154.3","9.4","374",
"4463","224","79","6.3","9.1","443",
"4466","145","167","17.2","2.5","437",
"4468","259","206","174","1.9","2001",
"4469","84","278","127.9","7.5","2761",
"4470","126","242","11.1","3.3","681",
"4471","300","208","47.6","2.7","1813",
"4472","206","56","93.6","8.3","243",
"4474","274","25","96.4","7.1","1250",
"4480","190","256","20","3.6","2366",
"4481","276","179","164.8","1.3","942",
"4483","222","145","109.8","1.7","1549",
"4485","175","325","163.8","7.2","2094",
"4486","206","201","174.7","5.2","527",
"4488","23","65","165.3","6.8","182",
"4491","169","149","95.1","3.1","1627",
"4492","84","5","80.5","6.1","1682",
"4493","173","139","15.5","4.9","678",
"4494","108","151","111.1","1.4","2639",
"4495","84","170","59.9","4.7","155",
"4497","54","321","106.6","7.3","797",
"4502","116","127","9.7","3.1","1462",
"4505","40","329","152.6","7.2","210",
"4507","14","80","147.8","1.9","1758",
"4508","3","261","9.7","9.8","1885",
"4509","265","166","6.8","8","2960",
"4510","202","111","22.5","5.7","814",
"4512","135","306","68.2","7.5","1102",
"4513","29","234","34.8","7.9","332",
"4514","265","3","11.6","3.9","1982",
"4515","71","158","62","2.9","1490",
"4516","232","219","0.5","6.2","1551",
"4519","180","193","148.7","5.9","2233",
"4520","60","32","71.2","0.5","2499",
"4521","37","125","14.4","8.1","1145",
"4523","118","212","174.8","7.2","617",
"4525","209","72","81.7","8.1","2613",
"4526","4","287","82","5.4","2446",
"4527","173","131","177.1","9.1","1524",
"4528","126","326","72.9","1.1","1710",
"4529","269","109","164.1","1.7","1085",
"4530","56","37","119.4","7.2","170",
"4531","210","202","37.7","7.6","1037",
"4532","65","316","117","6.4","714",
"4536","27","242","151","0.6","1705",
"4537","124","325","117.6","7.7","1379",
"4539","222","158","165.9","1.7","2416",
"4540","4","290","10.3","4.9","2664",
"4541","295","87","128.1","9.3","245",
"4543","274","169","70.5","5.6","1516",
"4544","221","208","83.1","9.6","1340",
"4546","211","109","159.7","6.5","1328",
"4547","256","200","45","8.4","550",
"4548","90","274","4.7","9.3","716",
"4549","131","264","13.8","5.7","44",
"4550","175","4","96.3","7.9","320",
"4552","207","153","10.8","5.9","23",
"4556","211","51","148.3","6.1","270",
"4559","11","261","173.8","7","1895",
"4561","219","163","56.2","0.4","2057",
"4563","99","252","163.5","8.9","813",
"4566","62","246","171.8","6.5","1991",
"4567","191","91","82.8","2.9","1875",
"4570","10","335","113.9","4","2402",
"4572","118","88","27.3","9.1","1832",
"4575","126","147","130","6.5","536",
"4576","130","231","21.6","8.9","2370",
"4578","237","239","173.8","0.2","2796",
"4579","142","66","50.1","0.8","365",
"4580","178","280","121.1","2.6","503",
"4581","136","41","68","9.9","759",
"4582","241","307","149.7","0.3","962",
"4584","177","177","41","1.5","789",
"4585","227","308","124.1","3.7","1273",
"4587","2","23","114.8","4.3","2115",
"4588","9","165","45.9","7.5","889",
"4589","216","8","20.9","2.9","1619",
"4590","268","106","21.8","9.5","2387",
"4593","128","350","21.2","9.3","2894",
"4594","105","256","155","2","2805",
"4596","189","98","34.2","9.5","307",
"4597","120","311","1.5","9.6","367",
"4598","70","43","96.7","6","1616",
"4599","205","226","149.3","5.7","2240",
"4601","122","32","116","1.6","1884",
"4602","255","287","166.7","2.6","291",
"4603","124","88","37.7","4.8","2973",
"4604","243","80","133.2","0.3","263",
"4607","30","8","161.4","1.1","1029",
"4611","50","282","26.7","3","2392",
"4617","271","9","146.7","6.8","1121",
"4618","26","150","34.8","9","1039",
"4619","287","80","7.5","5.9","2970",
"4621","193","21","125.4","8.7","26",
"4624","193","276","6.8","1.5","441",
"4625","241","20","105.3","8.5","165",
"4627","185","185","99.5","6.7","1896",
"4629","43","148","168.6","7.3","1671",
"4630","268","58","77.5","7.9","876",
"4634","290","62","92.1","3.6","217",
"4635","131","86","8.7","8.3","943",
"4636","234","192","164.4","1.6","1068",
"4637","40","297","159.7","3.9","2047",
"4639","175","3","37.2","6","727",
"4640","197","192","77","9","1684",
"4643","110","215","136","6.3","27",
"4646","26","224","112.7","9.8","2803",
"4647","140","139","51.1","7.5","234",
"4649","50","90","77.9","1.6","2562",
"4650","253","224","73.3","2.2","2933",
"4652","56","202","93.4","1.9","1216",
"4653","112","235","26.3","3.7","2500",
"4656","122","66","2.3","5.9","2877",
"4657","126","308","88","1.5","1335",
"4658","25","246","16.2","1","1087",
"4659","295","167","21","4.1","179",
"4660","31","22","165.9","6","984",
"4661","283","303","77.7","5.5","1279",
"4666","1","48","157.8","3.3","2431",
"4667","161","138","97.9","9.1","1227",
"4668","200","8","120","5.2","53",
"4669","162","251","81.7","8.1","2483",
"4671","156","187","73.1","2","2020",
"4672","228","84","155.3","5.4","77",
"4673","172","33","76.4","5","13",
"4674","254","74","44.3","2.4","2310",
"4676","111","345","68.1","5.9","1741",
"4678","34","197","149.8","4","394",
"4679","186","302","100.1","1.2","262",
"4680","229","215","99.1","3.8","166",
"4681","228","306","100.5","3.9","1019",
"4682","167","291","159.8","4.5","1389",
"4683","26","182","157.4","1","220",
"4689","34","206","31.2","7.4","233",
"4691","222","171","42","9.3","707",
"4696","291","57","25.7","8.8","2205",
"4697","35","347","105.8","5.3","2434",
"4699","168","227","75.5","3.4","137",
"4701","238","108","62.6","8","1282",
"4702","265","299","124.6","7.8","2138",
"4703","96","138","127.8","6.3","1571",
"4706","241","325","101.3","8.6","1366",
"4707","167","177","74.7","5.3","1774",
"4709","55","297","73.3","3","2082",
"4711","37","310","71.8","6.2","2913",
"4713","68","304","89.9","6","1477",
"4716","161","39","50.9","2.8","1815",
"4717","152","295","69.3","3.4","824",
"4719","80","304","150.2","6.4","1952",
"4722","204","74","134.2","0.9","139",
"4723","184","235","12","2.6","2237",
"4724","291","98","141.7","3.2","963",
"4726","159","249","155","5.6","2547",
"4727","22","70","50.2","4","389",
"4728","5","72","15.7","4.4","91",
"4730","224","223","95.1","2.6","773",
"4731","194","175","108.1","6","457",
"4732","197","42","106.6","3.9","1210",
"4733","215","332","122.7","9","2085",
"4739","221","193","178.5","3.4","86",
"4745","117","90","86.1","6.6","1738",
"4746","94","235","132.3","1.2","643",
"4747","11","11","81.9","0.8","2729",
"4748","147","204","116.7","8.6","1361",
"4751","290","227","35.4","0.5","888",
"4752","34","168","5.7","5.5","1254",
"4756","299","198","128.5","3.2","849",
"4758","233","140","15.5","8.3","634",
"4759","256","165","18.9","4.1","2044",
"4761","176","48","68.4","5.7","361",
"4762","242","285","30.9","7.1","659",
"4765","257","315","54.3","0.5","2986",
"4767","119","52","145","5","1012",
"4768","277","130","64.3","3.4","2112",
"4769","101","32","16.2","7.4","999",
"4773","170","193","34.5","6.1","2017",
"4774","212","241","49.1","0.8","2406",
"4776","223","76","165","7.2","131",
"4777","203","74","62.9","8.8","2822",
"4778","71","127","92.1","0.7","19",
"4779","256","22","95.7","4.5","2837",
"4781","106","31","18.3","8","2118",
"4782","119","107","172.3","3.8","2051",
"4783","215","308","110.6","1.8","553",
"4784","191","224","33.9","3.4","1497",
"4785","212","209","33.4","8.7","289",
"4787","22","215","38.6","4.9","1614",
"4794","56","255","77.6","0.4","974",
"4796","37","270","21.9","8.4","720",
"4798","50","267","116.3","3.1","547",
"4800","219","86","132.7","6.3","1886",
"4804","105","300","179.9","4.4","2397",
"4807","192","43","161.9","2.6","134",
"4808","259","18","158.6","7.5","603",
"4811","53","17","150.1","3.5","954",
"4813","158","186","89.1","4.6","892",
"4816","171","124","154.6","2.6","1131",
"4817","28","238","98.7","8.3","2644",
"4819","69","324","63.6","0.3","1818",
"4820","37","29","17.6","7.6","2363",
"4822","71","204","6.7","4.1","2740",
"4823","151","113","111.8","9.8","1183",
"4825","252","291","73.8","6.2","199",
"4826","194","298","76.2","3.2","774",
"4827","276","210","48.8","3.2","22",
"4828","272","217","78.8","1.6","1195",
"4832","54","142","93","2.7","704",
"4835","260","123","164.8","1.3","308",
"4837","239","155","41.7","4.8","560",
"4840","99","323","98.4","5.1","2983",
"4841","150","204","108","9.5","848",
"4843","53","46","109.8","7.5","1336",
"4844","45","219","7.9","9","66",
"4845","273","15","150.3","8.7","723",
"4846","219","221","102.2","5.8","1346",
"4849","138","192","21.6","8.5","1975",
"4851","86","317","53.7","2.5","1598",
"4853","212","221","81.7","9.8","1999",
"4857","250","245","165.1","8","1555",
"4860","72","106","100.1","9.3","1572",
"4862","99","319","157.2","1.2","1342",
"4865","169","248","146.3","9.4","1529",
"4868","49","215","43.3","1.2","2899",
"4869","241","303","79.2","7.5","2227",
"4873","69","184","20.4","8.8","2901",
"4874","293","74","139.9","4.7","2759",
"4877","188","87","60.9","8.1","2695",
